ts,x,y,a,x2,y2
8216,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8265,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8312,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8360,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8409,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8457,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8505,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8552,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8600,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8648,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8696,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8744,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8792,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8840,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8892,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8943,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
8992,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9041,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9089,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9139,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9189,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9237,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9289,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9339,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9388,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9438,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9487,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9536,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9584,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9633,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9679,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9729,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9780,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9831,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9881,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9931,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
9979,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10027,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10075,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10124,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10172,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10220,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10268,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10316,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10364,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10412,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10461,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10512,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10561,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10612,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10660,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10710,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10760,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10808,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10861,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10912,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
10963,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11013,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11060,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11112,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11163,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11213,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11262,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11313,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11360,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11415,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11465,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11515,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11563,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11612,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11663,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11713,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11764,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11813,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11864,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11916,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
11967,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12017,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12066,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12116,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12168,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12219,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12268,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12317,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12366,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12416,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12467,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12520,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12573,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12630,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12680,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12732,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12784,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12837,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12890,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12941,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
12993,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13045,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13095,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13146,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13195,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13244,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13292,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13340,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13389,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13436,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13484,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13536,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13587,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13640,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13689,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13736,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13784,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13836,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13888,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13937,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
13986,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14035,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14084,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14133,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14185,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14236,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14285,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14334,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14384,0.0,0.0,124,58.1818181818,-40.7272727273
14432,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14481,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14532,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14582,0.0,0.0,124,58.1818181818,-40.7272727273
14632,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14681,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14730,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14778,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14828,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14878,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14929,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
14981,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15030,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15078,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15128,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15176,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15224,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15272,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15321,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15368,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15417,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15470,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15521,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15570,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15622,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15675,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15727,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15779,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15832,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15889,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15942,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
15993,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16049,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16101,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16155,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16207,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16257,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16307,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16361,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16413,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16468,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16525,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16577,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16630,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16684,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16735,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16790,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16840,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16891,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16946,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
16998,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17047,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17096,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17151,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17200,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17249,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17298,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17348,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17397,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17451,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17503,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17552,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17603,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17656,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17708,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17759,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17813,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17869,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17921,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
17974,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18027,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18082,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18135,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18185,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18234,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18284,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18333,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18380,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18432,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18483,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18533,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18582,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18636,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18686,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18735,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18784,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18834,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18885,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18936,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
18987,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19036,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19086,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19135,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19185,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19236,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19287,0.0,0.0,124,58.1818181818,-40.7272727273
19336,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19385,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19434,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19484,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19532,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19580,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19632,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19682,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19732,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19781,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19830,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19881,0.0,0.0,124,58.1818181818,-40.7272727273
19933,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
19984,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20034,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20082,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20131,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20179,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20227,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20277,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20324,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20375,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20426,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20476,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20524,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20573,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20622,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20672,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20720,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20768,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20816,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20868,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20919,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
20968,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21018,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21067,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21116,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21165,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21217,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21267,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21316,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21365,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21415,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21464,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21512,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21560,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21608,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21656,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21704,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21752,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21800,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21849,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21900,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
21950,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22000,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22048,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22098,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22147,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22204,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22254,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22308,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22358,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22408,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22460,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22508,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22556,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22604,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22652,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22700,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22748,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22800,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22851,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22900,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
22950,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23000,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23048,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23096,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23144,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23195,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23245,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23296,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23345,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23394,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23443,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23492,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23544,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23595,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23644,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23693,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23743,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23792,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23840,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23892,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23942,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
23992,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24042,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24091,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24140,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24196,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24245,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24295,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24344,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24393,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24445,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24496,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24545,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24594,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24643,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24692,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24740,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24788,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24837,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24886,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
24937,-0.363636363636,0.0,124,58.1818181818,-40.7272727273
